Cluster,Algorithm,Customer_Count,Age_mean,Age_median,Income_mean,Income_median,Total_Spending_mean,Total_Spending_median,Total_Purchases_mean,Total_Purchases_median,Total_Children_mean,Total_Children_median,Recency_mean,Recency_median,Customer_Tenure_Days_mean,Customer_Tenure_Days_median,Total_Accepted_Campaigns_mean,Total_Accepted_Campaigns_median,MntWines_mean,MntWines_median,MntFruits_mean,MntFruits_median,MntMeatProducts_mean,MntMeatProducts_median,MntFishProducts_mean,MntFishProducts_median,MntSweetProducts_mean,MntSweetProducts_median,MntGoldProds_mean,MntGoldProds_median,NumDealsPurchases_mean,NumDealsPurchases_median,NumWebPurchases_mean,NumWebPurchases_median,NumCatalogPurchases_mean,NumCatalogPurchases_median,NumStorePurchases_mean,NumStorePurchases_median,NumWebVisitsMonth_mean,NumWebVisitsMonth_median,Average_Spending_Per_Purchase_mean,Average_Spending_Per_Purchase_median,Web_Purchase_Ratio_mean,Web_Purchase_Ratio_median,Store_Purchase_Ratio_mean,Store_Purchase_Ratio_median,Catalog_Purchase_Ratio_mean,Catalog_Purchase_Ratio_median,Deal_Purchase_Ratio_mean,Deal_Purchase_Ratio_median,Segment_Name
0,AGNES,1243,47.43684633950121,48.0,66126.33909895414,65747.0,1000.3274336283185,976.0,20.089300080450524,20.0,0.6846339501206757,1.0,49.27031375703942,50.0,375.75060337892194,391.0,0.6645213193885761,0.0,507.71118262268703,453.0,42.70555108608206,26.0,278.2566371681416,199.0,61.180209171359614,38.0,44.33708769106999,28.0,66.13676588897827,45.0,2.4513274336283186,2.0,5.572003218020917,5.0,4.321802091713596,4.0,7.744167337087691,8.0,4.37489943684634,4.0,50.81883732773215,40.375,0.2766980405112424,0.2692307692307692,0.39023190783612627,0.4,0.2087556801728036,0.2,0.12270536102125972,0.09090909090909091,Moderate Regular Customers
1,AGNES,994,42.17404426559356,41.0,34846.75201207244,34541.5,112.3148893360161,63.0,8.345070422535212,7.0,1.283702213279678,1.0,48.89738430583501,49.0,328.579476861167,318.5,0.1750503018108652,0.0,49.24849094567404,21.0,5.71830985915493,3.0,27.686116700201207,15.0,7.9396378269617705,3.0,5.474849094567404,2.5,16.24748490945674,10.0,2.17102615694165,2.0,2.2303822937625752,2.0,0.5875251509054326,0.0,3.356136820925553,3.0,6.5,7.0,11.313268145092612,8.881944444444445,0.25441145644289365,0.25,0.43311283063768835,0.42857142857142855,0.0577991801627789,0.0,0.2526644603220315,0.25,Budget-Conscious Family Customers
